contest_number,info,prompt,caption1,caption2,caption3,caption4,caption5,caption6,caption7,caption8,caption9,caption10
681,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a city street 
 description: A man and a woman are walking down the street. The man has crab claws instead of hands, and the woman looks annoyed. 
 uncanny description: It is unusual for a person to have crab claws instead of hands. 
 entities: Man, Crab_claws, Woman <> 
 funny caption: [/INST]",What did the woman say when she saw her husband's new accessory? 'You got claws?',"""Why did the crabby couple cross the road? To show their true colors!"" This caption plays on the double meaning of ""crabby,"" which refers both to the woman's expression and the man's literal crab claws. By implying that the couple is behaving like crabs (i.e., being grumpy and irritable), the caption suggests that they are both unhappy with their current situation. However, by also referencing the man's crab claws, the caption highlights the unique element of the cartoon and adds an extra layer of humor to the joke.","""Why did the man refuse to hold hands? Because he was shellfish!"" This caption plays off of the pun ""shellfish"" which sounds like ""selfish,"" implying that the man with crab claws may be too selfish to hold hands. Additionally, the woman's expression suggests she is also self-involved and therefore doesn't care about holding hands with someone who has crab claws. The humor comes from the unexpected connection between sea creatures and human personalities.",Looks like these two had a falling out - he got her shell off!,"""Looks like this couple is having a shell of a time on their date!"" This caption plays off the idea that the man's crab claws make it difficult for him to hold onto things and interact with his surroundings. Additionally, the word ""shell"" refers both to the man's claws and the fact that they are struggling to enjoy their date.",Why did the man cross the road? To get away from the woman's scornful gaze.,It's always awkward when your date brings their own set of cutlery.,"""I guess this guy decided to 'crab' his way to success!"" (Explanation: This caption plays off the phrase ""to crab,"" which means to back away from something cautiously, and the idea that having crab claws would make it difficult to move quickly. It also implies that the man may not have had much luck before getting his new appendages.)",Why did the woman cross the road? To prove she could walk without getting caught by her crabby partner!,"""Crabs on a stroll! I guess they just wanted to feel more shellfish."" This caption plays off the double entendre of ""shellfish"" - meaning both sea creatures and food items. The man's crab claws create an unexpected contrast with the typical human hands, making it seem like they are out of place in the urban setting."
685,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a forest 
 description: Two hikers in the woods encounter a giant honey bear bottle with a spout on its head. The hikers look surprised and cautious. 
 uncanny description: A giant honey bear bottle with a spout on its head is walking in the woods, which is not something you would ever see in real life. 
 entities: Hikers, Anthropomorphic_honey_bear <> 
 funny caption: [/INST]",Hiking into the unknown and discovering a honey bear spout? Talk about a sweet surprise!,"1. ""What's a honey bear doing walking around with a spout on its head? Looks like they're trying to make it easy for bears to steal your picnic!"" - This caption plays off the idea that bears love honey and are known for stealing food from humans. By adding the spout to the bear's head, it suggests that they are taking advantage of their natural inclination towards sweet things and trying to make it even easier for them to indulge. The use of the word ""easy"" also adds a layer of humor by implying that the bear is lazy and just wants an easy way to satisfy its cravings.","""Well, this was one sweet surprise!"" - Hiker 1","When you thought your hike was going to be dull, you never imagined it would turn into a bear necessities adventure!","Well, that's one way to refuel.","""Why did the anthropomorphic honey bear go into business? Because it had a sweet idea: turn itself into a giant honey bear bottle with a spout on its head!"" This caption plays off the absurdity of the situation by suggesting that the anthropomorphic honey bear intentionally transformed itself for financial gain. The use of the phrase ""sweet idea"" also adds humor by referencing the honey that the bear represents. Overall, this caption is funny because it subverts expectations by turning the unusual element of the cartoon (the honey bear bottle) into a clever punchline.",Two hikers stumble upon a rare sight - a bear with a penchant for sweetness.,"""Two hikers stumble upon a sweet encounter in the woods: a giant honey bear in a bottle."" This caption plays off the double entendre of ""sweet"" referring both to the taste of honey and the friendly nature of the anthropomorphic bear, while also making light of the absurdity of the situation - a sentient bear in a bottle walking around in the wilderness.","""When nature gives you lemons (or honey bears), make lemonade... or honey ale!"" This caption plays off the idea of making the best out of unexpected situations and incorporates a pun related to the honey bear's spout.","""It was just another day in the woods until we stumbled upon this unexpected bear-ly sight."" This caption plays off the word ""barely"" to make a pun on ""bear"" and creates a humorous situation by implying that the hikers were caught off guard by the giant honey bear bottle they encountered."
695,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant entrance 
 description: A waiter is standing at a podium, looking surprised at a slice of bread with a face, arms, legs, and a bow tie. 
 uncanny description: Bread does not have human features or wear bow ties. 
 entities: Waiter, Anthropomorphic_bread <> 
 funny caption: [/INST]","Waiter: 'I had no idea my career would take such a turn.' Anthropomorphic Bread: 'Well, it's always been my dream to become a toast.'",Welcome to the 'Bready Eater': Where your bread can eat you back!,"When your boss gives you the job of greeting customers, but you're allergic to bread.",When you order a side of 'sourdough' bread with extra cheese.,"When life gives you lemons, but also sends anthropomorphic bread as your server.",It looks like the chef's latest creation took a bite out of his sanity.,"When life gives you leftover bread, make it talk!","When the customer asked for a side of 'face', the waiter was caught off guard.",When you're served by a slice of bread that's more human than your boss.,Looks like the waiter was caught off guard by this unexpected visitor.
696,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a dining room 
 description: A cowboy is pouring coffee from a pot into a coffin that is placed on a dining table. Two people in formal attire are sitting at the table, looking at the cowboy. 
 uncanny description: It is unusual and unsettling to see a cowboy pouring coffee into a coffin at a dining table. 
 entities: Cowboy, Coffin, Diners <> 
 funny caption: [/INST]","""It's just another day in the wild west, where death isn't so bad."" - The cowboy, after successfully filling the coffin with his coffee.","1. ""I guess they're calling this the 'Cowboy Brew'."" (This caption plays off the idea of a cowboy brewing coffee and the phrase ""coffee and tea party"" being a euphemism for death.)",Looks like someone's taking their sweet time getting through breakfast.,"""Coffee and death, the ultimate breakfast duo."" This caption plays off the idea that coffee and dying are two things often associated with breakfast, albeit in an exaggerated and humorous way. It also implies that the diners are unaware of this strange ritual taking place in front of them, which adds to the humor.","""It seems like this cowboy took 'coffee' a little too seriously."" (Explanation: This caption plays off the double meaning of the word ""coffee,"" which can refer both to the drink and to a coffin. By suggesting that the cowboy took his love of coffee to an extreme, the caption creates a humorous juxtaposition between the two.)",It looks like this cowboy is serving up a brew for his dead partner. But don't worry - it's just black coffee.,"""It looks like someone forgot to say grace before dinner."" - This caption plays off the idea that the cowboy is performing an odd ritual by pouring coffee into a coffin, which could be interpreted as a form of blessing or farewell. The diners in formal attire add to the humor by creating a stark contrast to the cowboy's casual wear.",Looks like this cowboy is brewing up some afterlife coffee!,It looks like this cowboy's morning routine includes brewing a strong cup of death.,"1. ""When you find out your host is also a mortician."" This caption plays off the idea that it's strange to have a cowboy serving coffee at a dining table, but it takes things to another level by implying that the cowboy is also the one who prepared the deceased for burial. The humor comes from the unexpected juxtaposition of these two roles, which makes the viewer question whether the cowboy is truly a hospitable host or just a hired gun."
697,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a train station 
 description: A man is walking the plank off a train, while a pirate and another person watch from the train door. 
 uncanny description: It's unusual to see a pirate making someone walk the plank off a train instead of a ship. 
 entities: Pirate, Train, Plank <> 
 funny caption: [/INST]",Looking out for any signs of mutiny on this train!,Looks like this guy is taking the long way to catch his bus.,"""Pirates don't take passengers on trains, they just steal them."" - This caption plays off the stereotype of pirates being associated with ships rather than trains, and adds an element of surprise by suggesting that the man in the cartoon is actually being taken against his will.",Why did the pirate steal a train? To make sure his plank was always on time!,Why did the pirate take his victim on a train ride? Because he wanted them to feel like they were really 'boarding'!,Why did the pirate use the train for his planks? He wanted to board the next adventure!,The only thing more terrifying than a pirate on a ship is a pirate on a train.,Looks like this guy's taking the long way home on his next vacation!,"""Looks like the pirate finally got his hands on a 'ship'ment of cargo!"" - This caption plays off the word ""cargo"" and the idea of the pirate trying to steal something valuable by having the man walk the plank off the train.",It appears this pirate has taken his love for trains to new heights...or rather lows.
700,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a pharmacy 
 description: A centaur is standing at a pharmacy counter, talking to the pharmacist. The centaur is holding a prescription bag. 
 uncanny description: Centaurs are mythical creatures and do not exist in real life. 
 entities: Centaur, Pharmacist <> 
 funny caption: [/INST]",The centaur finally found the cure for his hay fever - at the local pharmacy!,"When your horse is sick, you gotta go to the centaur-pharmacist.",When you need a refill on your horse-drug.,"A centaur's prescription for love potion: 'One drop every other day, mixed with a pinch of unicorn horn.' Advised use: only on dates.",Centaurs: The original telemedicine patients.,"At last, the Centaur's quest for the perfect dose of 'Humanity Pills' comes to fruition!",I guess you could say this pharmacist is quite the 'horse' expert.,"""Well, it's been a long time since I've had to fill out a 'human' form."" - Centaur",It's always a pleasure to see a familiar face... especially when it's a mythical creature who has been waiting patiently for their medication!,"It turns out, horses really know how to fill prescriptions!"
701,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a restaurant 
 description: A waitress is taking an order from a mouse that is sitting at a table and holding a menu. Other patrons are visible in the background. 
 uncanny description: Mice do not sit at tables and order food from menus in restaurants. 
 entities: Waitress, Mouse, Menu <> 
 funny caption: [/INST]",I guess this mouse has really good manners - even when it comes to ordering takeout!,"Looks like someone's trying to order a double cheeseburger, hold nothing back.","""I guess this is what they mean by 'mouse traps'!"" This caption plays off the idea that mice are typically thought of as pests and animals that need to be caught, rather than dining out at a restaurant. By using the phrase ""mouse trap,"" the caption suggests that the mouse has been lured into the restaurant under false pretenses, only to find itself in a situation where it feels trapped.","""I don't know how this guy got in here without being on the rodent list."" - This caption plays off the idea that mice are typically excluded from dining establishments, and suggests that the mouse in the cartoon must have found a way to sneak in despite its size and reputation.","""When you're a tiny rodent and want to dine like a big shot, you better have your 'mouse-menu' game on point!"" This caption plays off the idea that mice typically do not have the ability to read menus and place orders in restaurants, making their actions seem like they are trying to be pretentious or high-class. By adding the phrase ""your 'mouse-menu' game,"" it implies that this particular mouse is taking great care in ordering his meal, which makes the situation even more humorous.","Waitress: What's your poison? Mouse: Oh, just a nice big slice of cheese.",It's clear this isn't your average mouse hole-in-one.,"""When you thought dining out couldn't get any more absurd."" (This caption plays on the idea that mice do not typically dine in restaurants and use menus to order food.)","Well, well, well, if it isn't my favorite little rodent! What can I get you today?","When you're small and have big dreams, even the biggest obstacles seem like nothing to sneak past."
706,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a forest 
 description: Two hikers with backpacks and walking sticks are walking through a forest. They come across two subway trains labeled ""2"" and ""A"" in the middle of the woods. 
 uncanny description: Subway trains do not belong in the middle of a forest. 
 entities: Hikers, Subway_trains <> 
 funny caption: [/INST]","1. ""What's next? A city bus on a safari?""","When two trains meet in the woods, it's a trainwreck... of civilization!",How did these two hikers end up on a subway train in the middle of the woods? Maybe they just wanted to take a shortcut to civilization!,What's a subway train doing in the middle of the forest? Looks like these hikers found their way to the wrong platform.,It's a wonder they didn't miss their stop.,"When you thought the wilderness couldn't get any more unexpected, you never imagined you would stumble upon a subway station.","One possible caption for this cartoon could be: ""Well, it looks like they've taken the subway off the tracks."" This plays on the idea that the subway trains are out of place in the forest and suggests that something unexpected has happened. It also uses wordplay, since ""off the tracks"" can mean both literally and figuratively. Another possible caption could be: ""It's amazing what you can find when you wander off the beaten path...or the subway line,"" which highlights the sense of discovery and exploration that the hikers are engaged in, while also poking fun at the idea that the subway system is not typically thought of as a place for adventure.","Well, it looks like we've stumbled upon the underground transportation system of the forest.","1. ""Well, it looks like we took a wrong turn at Grand Central."" - This caption plays off the idea that the hikers stumbled upon these subway trains while on their hike in the middle of the forest. It also references the famous train station in New York City called Grand Central Terminal.","""Two wrongs don't make a right...or a forest."" This caption plays on the idea that the two subway trains are out of place in the forest and suggests that they have somehow caused the strange situation. It also uses a play on words by replacing ""two"" with ""wrongs"" which could refer to both the trains and the hikers being lost in the forest."
709,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: an office building 
 description: A woman with a briefcase is waiting for an elevator. The elevator doors are open, revealing people inside who appear to be engulfed in flames. 
 uncanny description: Elevators do not typically contain people who are on fire. 
 entities: Elevator, Flames, Office_worker <> 
 funny caption: [/INST]",I guess this was an elevation of my career.,I guess this elevator was taking things too literally.,"""Elevator Pitch Goes Up In Smoke"" - This caption plays off the idea of an ""elevator pitch,"" which is a sales strategy used to persuade potential investors. By replacing the word ""pitch"" with ""smoke,"" it suggests that the woman's attempt to sell her ideas was unsuccessful and ended in disaster.",Elevator pitch gone wrong! Looks like this woman's boss really knows how to motivate.,"""It's always hot in here, but this takes it to another level."" This caption plays off of the fact that elevators are designed to transport people from one floor to another, and usually have temperature control systems. However, in this scenario, the elevator is filled with flames, which is definitely not typical. The phrase ""takes it to another level"" is used to suggest that this is something unexpected and out of the ordinary. Additionally, the use of the word ""always"" adds a humorous twist by implying that the heat in the elevator is a common occurrence. Overall, this caption effectively combines humor with an unexpected element in the cartoon.",Why did the elevator break up with the flames? Because it wanted to put out the fire.,Why did the elevator break down? It wanted to make a smokin' hot debut.,Why did the elevator break? Because it was tired of being surrounded by hot air.,"""When the elevator gets stuck in traffic."" This caption plays off the idea that elevators are often crowded during rush hour, but the addition of the flames makes it seem like things have taken a turn for the worse. The humor lies in the unexpectedness of seeing people engulfed in flames in an otherwise mundane setting.",Elevator pitch goes up in smoke.
717,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a living room 
 description: Two people are sitting on a couch in a living room. A giraffe's head is poking up through a hole in the floor in front of them. 
 uncanny description: It is unusual to see a giraffe's head coming up through the floor in a living room. 
 entities: Giraffe, People <> 
 funny caption: [/INST]","""I guess they had a 'floor-giraffe' evening!"" This caption plays off the double meaning of the word ""floor,"" which can refer both to the ground beneath them and the opening in the floor where the giraffe is poking its head. By suggesting that the people are enjoying a special event, the caption creates a humorous contrast between their normal surroundings and this unexpected visitor.","It looks like they're trying to have a conversation with their new pet, but he's a little hard to reach.","""It's clear who's boss around here - it's not every day you see a giraffe standing taller than the furniture."" This caption plays off of the fact that giraffes are known for their long necks and that they tower over most other animals, including humans. In this context, the caption suggests that the people in the living room are subservient to the giraffe, which adds a humorous element to the scene.",Looks like someone needs a new TV stand.,"Looking up from their Netflix binge, two friends realize they have been sharing a living room with an unexpected houseguest - a giraffe who seems to have found its way through the floorboards.","""It seems like this living room is lacking in ceiling space."" (This caption plays off the fact that the giraffe's head is poking up through a hole in the floor, which makes it seem like there isn't enough room in the living room.)",I guess they were having a 'floor' conversation.,Why did the giraffe break into the living room? To escape the high ceilings!,I guess they wanted to see eye-to-eye with their guests.,It looks like this living room has been invaded by a long-necked intruder.
721,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a playground 
 description: Two children are playing in a sandbox. One child has built a tall sandcastle tower and is inside it, looking out from a window. The other child is kneeling outside the tower, adding more sand to it. 
 uncanny description: It's unusual for a sandcastle to be tall enough for a child to sit inside. 
 entities: Children, Sandbox, Sandcastle <> 
 funny caption: [/INST]",When your sandcastle becomes your own personal fortress.,Looking down at a tiny kingdom from high above - one child rules the throne while another adds to their castle walls.,"""When building your own castle, don't forget to add a moat...of sand."" This caption plays off the idea of a moat surrounding a castle, which is often depicted in fairy tales and historical structures. In this case, instead of water, the moat is filled with sand, making it an amusing twist on a classic concept.","Looking out from her castle, she realized why they call it a sandbox.",Sandcastle architect: 'I knew this one would be a hit.' Child #2: 'It's just another way to avoid eye contact.',"Building castles, one grain at a time.",What do you call a sandcastle with a view? A skyscraper on the beach!,"When you're building a castle, but your sand doesn't make cement.","Sandcastle apartment complex: one bedroom, one bathroom, and a view of the beach!",It's amazing how much work goes into building a castle that even a kid can climb into!
729,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a castle 
 description: Two royals, a king and a queen, are lounging in a hammock inside a castle. A guard is standing at the entrance, watching them. 
 uncanny description: It is unusual for royalty to relax in a hammock inside a castle. 
 entities: King, Queen, Guard, Hammock <> 
 funny caption: [/INST]",Why did the King and Queen choose to take a nap in their hammock instead of their bed? Because they wanted to swing away their worries!,"It's clear that these royals know how to take a break, even in the midst of their castle duties.","""The two royals found out that their kingdom's economy was in shambles, so they decided to take matters into their own hands... by hanging from a hammock."" (Explanation: This caption plays off the idea that the king and queen are taking a break from ruling, which could be seen as a sign of weakness. However, the fact that they are doing it in a hammock makes it seem like they are slacking off instead of actively working on improving the economy.)",It's always surprising what happens when two rulers put their feet up.,"It's not every day you see a king and queen swinging in a hammock together in a castle, but who better to do it than these two lovebirds? And let's not forget their loyal guard who has been keeping watch over them.","""It seems like these royals are trying to make their castle more 'hammockable'."" This caption plays on the idea of the unusual setting for the two royals relaxing in a hammock within a castle. The phrase ""make their castle more 'hammockable'"" implies that they are trying to create a comfortable and relaxed atmosphere, which contrasts with the traditional image of a regal and formal castle setting.",The royal family's new hobby: napping on the job.,Why did the king and queen ditch their thrones for a hammock? Because they were sick of feeling like they were always under pressure!,Why did the King and Queen decide to take a snooze in a hammock? Because they wanted to swing away their worries and responsibilities like true monarchs!,It's a swingin' castle! Who needs thrones when you have a hammock?
730,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: a laboratory 
 description: A scientist is talking to a mouse wearing a lab coat in a laboratory. They are both holding clipboards and discussing something. 
 uncanny description: It is unusual for a mouse to be dressed as a scientist and working in a lab. 
 entities: Scientist, Mouse <> 
 funny caption: [/INST]",Looks like this mouse has gone from squeaking around the kitchen floor to conducting experiments in a lab!,"When you're a tiny mouse trying to make big discoveries, every little bit helps - even a lab coat!",Looks like someone's taking notes from a small furry expert.,When your boss asks you to write a report on the latest advancements in rodent technology.,It looks like this experiment is going to be a total 'mouse-terpiece'!,"Well, it looks like someone's got the mice-virus under control.",When you realize your funding source just happens to have four legs.,When you realize your funding comes from rodent investors.,A tiny breakthrough in the world of rodent science!,It's no wonder this experiment went awry - it was conducted by a rodent!
746,validation,"[INST] <> I want you to act as a sophisticated reader of The New Yorker Magazine. You are competing in The New Yorker Cartoon Caption Contest.  Your task is to generate funny captions for a cartoon. Here are some ideas for developing funny captions. 
 First think about characteristics associated with the objects and people featured in the cartoon. Then consider what are the unusual or absurd elements in the cartoon. It might help to imagine conversations between the characters. Then think about funny and non-obvious connections that can be made between the objects and characters. Try to come up with funny captions that fit the cartoon, but are not too direct. It may be funnier if the person reading the caption has to think a little bit to get the joke. Next, I will describe a cartoon image and then you should generate 1 funny caption for the cartoon along with an explanation for each. 
 scene: prehistoric landscape 
 description: Two cavemen are in an open area. One caveman is standing on top of a tall, uneven stone staircase, while the other caveman is standing on the ground looking up at him. 
 uncanny description: The stone staircase is unusually tall and uneven for a primitive setting. 
 entities: Cavemen, Stone_staircase <> 
 funny caption: [/INST]",Looks like someone's trying to climb their way out of prehistory.,"""Why did the caveman climb the stairs? To reach the summit of his own rocky ego!"" This caption plays off the idea of vanity and self-importance, suggesting that the caveman climbing the stone staircase is doing so to show off his strength and superiority over his fellow caveman. The word ""summit"" also adds a layer of humor by implying that the caveman's goal is to become a leader or ruler in their society, even though they are still in a primitive time period.","""Why did the caveman break his leg? He fell down the stairs."" (Explanation: This caption plays off the fact that the stone staircase is unusually tall and uneven, making it difficult for the caveman to navigate. Additionally, the phrase ""fell down the stairs"" is a common idiom used when someone injures themselves by tripping over something.)","""I guess when you're a caveman, a flat rock is like a skyscraper."" (Explanation: This caption plays off the idea that the cavemen perceive the stone staircase as a towering structure despite its primitive appearance.)","Why did the caveman climb the wobbly rock steps? To test his balance and prove he was the king of the hill...or rather, the king of the rocky incline!","I guess when you're trying to impress the cavewomen, every step counts.",Why don't cavemen do well in team sports? Because they always end up on different levels.,Why did one caveman climb all the way up that wobbly staircase? To reach his higher self - or maybe just to show off!,"I always wondered why our ancestors built such a steep staircase, turns out they just wanted to show off their cave strength.",Why did one caveman build a winding stairway to nowhere? Because he wanted to lead his fellow cavemen astray!
